date,open,high,low,close,volume,dividends,stock splits,ma5,ma20,ma50,ma200,price_vs_ma20,price_vs_ma50,price_vs_ma200,rsi,macd,macd_signal,macd_hist,atr,volume_ma20,volume_ratio,daily_ret,rvol7d,rvol30d
2011-06-13 00:00:00-04:00,9.79487165047724,9.828100336557416,9.731109727557005,9.776910781860352,329473200,0.0,0.0,9.776910781860352,9.776910781860352,9.776910781860352,9.776910781860352,0.0,0.0,0.0,,0.0,0.0,0.0,0.0969906090004109,329473200.0,1.0,,,
2011-06-14 00:00:00-04:00,9.878688232140478,9.975978573031385,9.858032719786348,9.951730728149414,334569200,0.0,0.0,9.864320755004883,9.864320755004883,9.864320755004883,9.864320755004883,0.008861225756490313,0.008861225756490313,0.008861225756490313,,0.01394575070112225,0.0027891501402244503,0.0111566005608978,0.10428183629831254,332021200.0,1.0076742087553445,0.017880898188558314,,
2011-06-15 00:00:00-04:00,9.871206613922402,9.887671075010248,9.7254205536088,9.781400680541992,399196000,0.0,0.0,9.83668073018392,9.83668073018392,9.83668073018392,9.83668073018392,-0.005619786913719836,-0.005619786913719836,-0.005619786913719836,93.02780228445617,0.011125400578604783,0.004456400227900517,0.0066690003507042656,0.1129981461727627,354412800.0,1.126358867399823,-0.017115620615178795,,
2011-06-16 00:00:00-04:00,9.785893705332038,9.839178399656245,9.529347154802979,9.733805656433105,510591200,0.0,0.0,9.810961961746216,9.810961961746216,9.810961961746216,9.810961961746216,-0.007864295633185555,-0.007864295633185555,-0.007864295633185555,91.11610205069499,0.004992185304942609,0.004563557243308936,0.00042862806163367333,0.12705765322137005,393457400.0,1.2977038937379244,-0.004865869997899841,,
2011-06-17 00:00:00-04:00,9.848458115491784,9.856241505915056,9.560179303877602,9.58712100982666,615020000,0.0,0.0,9.766193771362305,9.766193771362305,9.766193771362305,9.766193771362305,-0.018335982853498686,-0.018335982853498686,-0.018335982853498686,85.29834692029705,-0.011571270667870337,0.0013365916610730813,-0.012907862328943418,0.13912940670823323,437769920.0,1.4048932370684581,-0.015069609131706962,25.458122075013236,
2011-06-20 00:00:00-04:00,9.500306615059916,9.510484892644133,9.29494969291565,9.439238548278809,640645600,0.0,0.0,9.698659324645996,9.711701234181723,9.711701234181723,9.711701234181723,-0.028055093472598044,-0.028055093472598044,-0.028055093472598044,79.76855575966852,-0.03621336250032492,-0.00617339917120652,-0.0300399633291184,0.15006097172271735,471582533.3333333,1.358501544727837,-0.015425116820396267,23.303753453549017,
2011-06-21 00:00:00-04:00,9.479948518742516,9.752958585221347,9.435643885441129,9.737991333007812,493382400,0.0,0.0,9.655911445617676,9.71545696258545,9.71545696258545,9.71545696258545,0.002319434948777386,0.002319434948777386,0.002319434948777386,82.26932368976794,-0.03127502583796549,-0.011193724504558314,-0.020081301333407173,0.16200766658396734,474696800.0,1.0393632314353078,0.031650093723235795,32.545898344364545,
2011-06-22 00:00:00-04:00,9.733801005080904,9.845760440497818,9.650580230833832,9.657465934753418,390583200,0.0,0.0,9.631124496459961,9.708208084106445,9.708208084106445,9.708208084106445,-0.005226726591913353,-0.005226726591913353,-0.005226726591913353,79.41974537019945,-0.03347322659472418,-0.015649624922591487,-0.017823601672132695,0.16437713394682585,464182600.0,0.8414430010948277,-0.00826920003321896,30.0745260208037,
2011-06-23 00:00:00-04:00,9.547603932022673,9.929280942573333,9.523057920459856,9.915511131286621,559759200,0.0,0.0,9.667465591430664,9.731241756015354,9.731241756015354,9.731241756015354,0.018935854219977743,0.018935854219977743,0.018935854219977743,81.61711863582185,-0.014229200380480478,-0.015365540014169286,0.0011363396336888081,0.18165184024444386,474802222.2222222,1.1789312977099238,0.026719762541910663,32.82158401627211,
2011-06-24 00:00:00-04:00,9.919705329747131,9.972990023894974,9.73171049552544,9.769429206848145,439807200,0.0,0.0,9.70392723083496,9.735060501098634,9.735060501098634,9.735060501098634,0.003530404946700885,0.003530404946700885,0.003530404946700885,76.62905540241633,-0.010643074664919538,-0.014421046944319338,0.0037779722793997994,0.1859109608248074,471302720.0,0.9331734813667105,-0.014732667081330919,32.33759291585926,
