date,open,high,low,close,volume,dividends,stock splits,capital gains,ma5,ma20,ma50,ma200,price_vs_ma20,price_vs_ma50,price_vs_ma200,rsi,macd,macd_signal,macd_hist,atr,volume_ma20,volume_ratio,daily_ret,rvol7d,rvol30d
2011-06-13 00:00:00-04:00,47.959750233109276,48.187839458119925,47.766755519420656,47.933433532714844,37736800,0.0,0.0,0.0,47.933433532714844,47.933433532714844,47.933433532714844,47.933433532714844,0.0,0.0,0.0,,0.0,0.0,0.0,0.42108393869926886,37736800.0,1.0,,,
2011-06-14 00:00:00-04:00,48.30186163409922,48.66153754048792,48.27554159945294,48.54749298095703,40565300,0.0,0.0,0.0,48.24046325683594,48.24046325683594,48.24046325683594,48.24046325683594,0.0063645683186424615,0.0063645683186424615,0.0063645683186424615,,0.048984799289975456,0.009796959857995093,0.03918783943198036,0.44301394363311225,39151050.0,1.0361229136894157,0.012810671028251841,,
2011-06-15 00:00:00-04:00,48.08257130163754,48.380839522213456,47.529897145119094,47.62639617919922,59022400,0.0,0.0,0.0,48.03577423095703,48.03577423095703,48.03577423095703,48.03577423095703,-0.008522357728419533,-0.008522357728419533,-0.008522357728419533,89.65509559161234,0.013327164413517778,0.01050300076909963,0.0028241636444181484,0.48405550736202835,45774833.333333336,1.2894072070169562,-0.018973107470639405,,
2011-06-16 00:00:00-04:00,47.652697984377475,47.810604836877964,47.03861615203965,47.44215774536133,66316200,0.0,0.0,0.0,47.887370109558105,47.887370109558105,47.887370109558105,47.887370109558105,-0.009297072760066123,-0.009297072760066123,-0.009297072760066123,87.70080252342679,-0.02945868856694034,0.002510662901891636,-0.03196935146883197,0.5046221628960487,50910175.0,1.3026119042018613,-0.0038684101384592884,,
2011-06-17 00:00:00-04:00,47.82990763152419,48.0057501920517,47.15290304075139,47.2935791015625,70337000,0.121,0.0,0.0,47.768611907958984,47.768611907958984,47.768611907958984,47.768611907958984,-0.009944454892509376,-0.009944454892509376,-0.009944454892509376,86.07137777357093,-0.07449708412741529,-0.01289088650396975,-0.06160619762344554,0.5294953763534959,54795540.0,1.2836263681314208,-0.003131785122344133,20.60735031584467,
2011-06-20 00:00:00-04:00,47.16170062222088,47.6804443000738,47.16170062222088,47.53976821899414,37402900,0.0,0.0,0.0,47.68987884521484,47.73047129313151,47.73047129313151,47.73047129313151,-0.003995415695063751,-0.003995415695063751,-0.003995415695063751,86.51834043302598,-0.08929558884118904,-0.028171826971413613,-0.06112376186977543,0.5287273978891693,51896766.666666664,0.7207173471950404,0.005205550565393846,18.838224090337143,
2011-06-21 00:00:00-04:00,47.706811391277974,48.61241664384402,47.5045897709136,48.559661865234375,55892800,0.0,0.0,0.0,47.69231262207031,47.84892708914621,47.84892708914621,47.84892708914621,0.014853724405648916,0.014853724405648916,0.014853724405648916,88.20671429775926,-0.018513208061122555,-0.026240103189355404,0.007726895128232849,0.5700916461064018,52467628.571428575,1.0652816130980354,0.021453483776825433,22.51557825842561,
2011-06-22 00:00:00-04:00,48.357440322218416,48.63879243395642,48.19917934011807,48.20797348022461,36833300,0.0,0.0,0.0,47.80862808227539,47.893807888031006,47.893807888031006,47.893807888031006,0.006559628604350661,0.006559628604350661,0.006559628604350661,84.28683380100942,0.00909913600295198,-0.019172255350893928,0.028271391353845907,0.5607717495158264,50513337.5,0.7291796943727981,-0.007242397733035921,21.328228024046435,
2011-06-23 00:00:00-04:00,47.689217232863854,48.68274014627082,47.530956292785056,48.65636444091797,80743300,0.0,0.0,0.0,48.05146942138672,47.97853639390733,47.97853639390733,47.97853639390733,0.014127734982276593,0.014127734982276593,0.014127734982276593,85.19047459829255,0.06639812453008886,-0.0020581793746973697,0.06845630390478623,0.6029868997993931,53872222.222222224,1.4987928225224296,0.009301178380321184,20.596008055063628,
2011-06-24 00:00:00-04:00,48.427783571135706,48.47174421294027,47.71560909956654,47.81232452392578,56298300,0.0,0.0,0.0,48.155218505859374,47.96191520690918,47.96191520690918,47.96191520690918,-0.0031189472384091097,-0.0031189472384091097,-0.0031189472384091097,76.29591898197592,0.04320300108581421,0.006994056717404946,0.03620894436840926,0.6271132170531099,54114830.0,1.0403488285928275,-0.017346958135704527,19.96735712276077,
2011-06-27 00:00:00-04:00,47.86507694794595,48.82343371673719,47.75957073462438,48.57725143432617,49968900,0.0,0.0,0.0,48.36271514892578,48.017854863947086,48.017854863947086,48.017854863947086,0.011649761780572452,0.011649761780572452,0.011649761780572452,78.48799561287225,0.08555765219604439,0.022706775813132834,0.06285087638291155,0.6583096288430884,53737927.27272727,0.9298628089319682,0.01599853004464591,21.582607465501585,21.893431257311356
